"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"2011",38041," ND","Hettinger County",2477,2502,2541,2643,2626,2656,2596,2485,2514
"2012",38043," ND","Kidder County",2435,2443,2448,2445,2448,2448,2476,2480,2450
"2013",38045," ND","LaMoure County",4139,4095,4085,4101,4096,4136,4109,4096,4062
"2014",38047," ND","Logan County",1990,1972,1941,1933,1941,1929,1932,1929,1903
"2015",38049," ND","McHenry County",5395,5500,5799,5908,5977,5975,5968,5898,5816
"2016",38051," ND","McIntosh County",2809,2758,2750,2736,2743,2722,2604,2615,2585
"2017",38053," ND","McKenzie County",6360,7007,7974,9274,10975,12781,12566,12727,13632
"2018",38055," ND","McLean County",8962,9078,9383,9462,9550,9660,9641,9650,9541
"2019",38057," ND","Mercer County",8424,8424,8474,8588,8712,8786,8619,8466,8267
"2020",38059," ND","Morton County",27471,27717,28081,28928,29775,30239,30707,30906,31095
"2021",38061," ND","Mountrail County",7673,8096,8734,9336,9747,10299,10220,10273,10218
"2022",38063," ND","Nelson County",3126,3066,3062,3059,3021,2918,2881,2909,2869
"2023",38065," ND","Oliver County",1846,1849,1849,1890,1869,1866,1896,1937,1952
"2024",38067," ND","Pembina County",7413,7354,7221,7100,7070,7035,7050,6978,6947
"2025",38069," ND","Pierce County",4357,4366,4447,4420,4365,4274,4217,4113,4081
"2026",38071," ND","Ramsey County",11451,11523,11584,11578,11614,11647,11516,11525,11481
"2027",38073," ND","Ransom County",5457,5431,5471,5495,5441,5452,5376,5300,5237
"2028",38075," ND","Renville County",2470,2497,2556,2613,2573,2552,2518,2459,2374
"2029",38077," ND","Richland County",16321,16262,16225,16293,16348,16287,16290,16277,16239
"2030",38079," ND","Rolette County",13937,14193,14402,14676,14728,14694,14708,14584,14301
"2031",38081," ND","Sargent County",3829,3790,3891,3877,3919,3868,3888,3871,3870
"2032",38083," ND","Sheridan County",1321,1316,1284,1327,1334,1310,1342,1356,1349
"2033",38085," ND","Sioux County",4153,4235,4327,4435,4460,4376,4452,4417,4358
"2034",38087," ND","Slope County",727,727,766,770,779,781,779,768,763
"2035",38089," ND","Stark County",24199,25185,26902,28319,30318,31869,30881,30317,30997
"2036",38091," ND","Steele County",1975,1970,1951,1918,1912,1915,1912,1909,1903
"2037",38093," ND","Stutsman County",21100,21020,20974,21080,21118,21050,21077,21160,20917
"2038",38095," ND","Towner County",2246,2260,2290,2263,2274,2250,2255,2258,2192
"2039",38097," ND","Traill County",8121,8066,8069,8186,8040,7993,8006,8018,8037
"2040",38099," ND","Walsh County",11119,11022,11019,11074,10902,10845,10803,10795,10667
"2041",38101," ND","Ward County",61675,64198,64850,67390,68865,70712,69456,68394,67744
"2042",38103," ND","Wells County",4207,4198,4235,4150,4125,4102,4061,4032,3957
"2043",38105," ND","Williams County",22398,24402,26732,29589,32106,35288,34166,33395,35350
"2044",39001," OH","Adams County",28550,28473,28309,28107,28085,27946,27828,27805,27724
"2045",39003," OH","Allen County",106331,105976,105239,105047,104846,104069,103561,103069,102663
"2046",39005," OH","Ashland County",53139,53247,53237,53152,53158,53289,53506,53685,53745
"2047",39007," OH","Ashtabula County",101497,101070,100236,99732,99017,98372,98108,97692,97493
"2048",39009," OH","Athens County",64757,65070,64603,64584,64778,65948,66470,66664,65818
"2049",39011," OH","Auglaize County",45949,45767,45797,45828,45766,45761,45800,45791,45804
"2050",39013," OH","Belmont County",70400,70122,69703,69559,69359,68957,68584,67956,67505
"2051",39015," OH","Brown County",44846,44627,44280,44112,43933,43695,43637,43530,43602
"2052",39017," OH","Butler County",368130,370086,370534,371398,373776,376029,378443,380843,382378
"2053",39019," OH","Carroll County",28836,28820,28540,28259,28131,27718,27620,27341,27081
"2054",39021," OH","Champaign County",40097,39819,39568,39460,39074,38951,38719,38824,38754
"2055",39023," OH","Clark County",138333,137793,137166,136636,136316,135740,134701,134649,134585
"2056",39025," OH","Clermont County",197363,198838,199475,200440,201450,201942,203053,204171,205466
"2057",39027," OH","Clinton County",42040,41894,41804,41847,41787,41817,41853,41966,42057
"2058",39029," OH","Columbiana County",107841,107408,106613,105953,105619,104734,103850,103149,102665
"2059",39031," OH","Coshocton County",36901,36926,36820,36722,36529,36578,36616,36516,36629
"2060",39033," OH","Crawford County",43784,43306,42774,42712,42406,42320,42090,41741,41550
"2061",39035," OH","Cuyahoga County",1280122,1270224,1266080,1265478,1263283,1258923,1254482,1248371,1243857
"2062",39037," OH","Darke County",52959,52647,52511,52306,52182,51973,51614,51577,51323
"2063",39039," OH","Defiance County",39037,39003,38826,38565,38524,38328,38156,38224,38165
"2064",39041," OH","Delaware County",174214,178517,181124,185383,189451,193298,196923,200542,204826
"2065",39043," OH","Erie County",77079,76685,76429,76056,75814,75369,75023,74857,74615
"2066",39045," OH","Fairfield County",146156,147141,147279,148783,150355,151202,152656,154557,155782
"2067",39047," OH","Fayette County",29030,28865,28765,28683,28647,28598,28658,28655,28666
"2068",39049," OH","Franklin County",1163414,1180741,1199071,1218985,1238527,1257552,1274580,1295706,1310300
"2069",39051," OH","Fulton County",42698,42360,42330,42198,42403,42291,42292,42265,42276
"2070",39053," OH","Gallia County",30934,31026,30883,30682,30462,30234,30159,30143,29979
"2071",39055," OH","Geauga County",93389,93290,93776,93858,93995,93929,93902,93946,94031
"2072",39057," OH","Greene County",161573,163554,164337,163913,164686,164279,165315,166779,167995
"2073",39059," OH","Guernsey County",40087,39902,39871,39703,39689,39386,39201,39071,39022
"2074",39061," OH","Hamilton County",802374,800567,802367,805185,807654,809606,811572,814671,816684
"2075",39063," OH","Hancock County",74782,74904,75454,75576,75275,75635,75742,75869,75930
"2076",39065," OH","Hardin County",32058,31800,31627,31741,31778,31627,31421,31406,31480
"2077",39067," OH","Harrison County",15864,15787,15682,15601,15516,15391,15244,15210,15174
"2078",39069," OH","Henry County",28215,27996,27817,27819,27591,27470,27268,27163,27086
"2079",39071," OH","Highland County",43589,43367,42956,43190,43086,42952,43005,42933,43058
"2080",39073," OH","Hocking County",29380,29466,29306,28653,28745,28498,28388,28457,28385
"2081",39075," OH","Holmes County",42366,42789,43126,43602,43787,43881,43850,43887,43892
"2082",39077," OH","Huron County",59626,59411,59199,58822,58610,58320,58391,58462,58504
"2083",39079," OH","Jackson County",33225,33127,32874,32809,32770,32560,32521,32385,32384
"2084",39081," OH","Jefferson County",69709,69025,68530,68161,67868,67489,66941,66366,65767
"2085",39083," OH","Knox County",60921,61279,60764,60856,60996,60987,60897,61303,61893
"2086",39085," OH","Lake County",230041,229965,229562,230080,229873,229878,229623,230370,230514
"2087",39087," OH","Lawrence County",62450,62409,62139,61850,61538,60916,60681,60111,59866
"2088",39089," OH","Licking County",166492,167153,167583,168464,169423,170612,171993,173670,175769
"2089",39091," OH","Logan County",45858,45622,45409,45395,45475,45266,45156,45282,45358
"2090",39093," OH","Lorain County",301356,301839,301692,303087,304461,305402,306619,307622,309461
"2091",39095," OH","Lucas County",441815,439304,436730,436147,434597,433585,432783,431033,429899
"2092",39097," OH","Madison County",43435,43112,42993,43259,43982,44128,43369,44047,44413
"2093",39099," OH","Mahoning County",238823,237330,235681,234387,233389,231904,230375,230010,229642
"2094",39101," OH","Marion County",66501,66587,66269,65959,65789,65382,65353,64941,65256
"2095",39103," OH","Medina County",172332,173483,173606,174624,175847,176152,176901,178240,179146
"2096",39105," OH","Meigs County",23770,23647,23571,23444,23278,23178,23157,23081,23106
"2097",39107," OH","Mercer County",40814,40708,40700,40614,40730,40720,40713,40910,40959
"2098",39109," OH","Miami County",102506,102717,102918,103199,103843,104082,104587,105265,106222
"2099",39111," OH","Monroe County",14642,14612,14502,14505,14358,14260,14091,13950,13790
"2100",39113," OH","Montgomery County",535153,534484,534284,534229,532469,531837,531863,531669,532331
"2101",39115," OH","Morgan County",15054,15044,14940,14903,14740,14741,14742,14683,14604
"2102",39117," OH","Morrow County",34827,34812,34838,34851,34941,34951,34931,34943,35112
"2103",39119," OH","Muskingum County",86074,86236,85786,85640,85900,86174,85973,86148,86183
"2104",39121," OH","Noble County",14645,14751,14674,14678,14532,14470,14447,14411,14354
"2105",39123," OH","Ottawa County",41428,41317,41243,41037,40904,40754,40486,40632,40769
"2106",39125," OH","Paulding County",19614,19367,19247,19143,18974,18954,18836,18838,18760
"2107",39127," OH","Perry County",36058,36231,35985,36002,35927,35972,36001,35994,36033
"2108",39129," OH","Pickaway County",55698,55939,56229,56350,56702,56993,57556,57762,58086
"2109",39131," OH","Pike County",28709,28608,28500,28403,28309,28244,28222,28227,28067
"2110",39133," OH","Portage County",161419,161857,161375,161691,162459,162615,162595,162625,162927
"2111",39135," OH","Preble County",42270,41983,41811,41673,41496,41289,41137,41114,40997
"2112",39137," OH","Putnam County",34499,34383,34205,34121,34196,34019,33994,33854,33780
"2113",39139," OH","Richland County",124475,123128,122622,122310,121994,121702,121280,120543,121099
"2114",39141," OH","Ross County",78064,77573,77339,77276,77093,77050,76862,77320,76931
"2115",39143," OH","Sandusky County",60944,60603,60463,60049,59827,59462,59297,59112,58799
"2116",39145," OH","Scioto County",79499,79240,78622,78143,77321,76849,76315,75898,75502
"2117",39147," OH","Seneca County",56745,56516,56102,55845,55802,55637,55447,55281,55207
"2118",39149," OH","Shelby County",49423,49216,49119,49163,48954,48980,48719,48703,48627
"2119",39151," OH","Stark County",375586,374475,374876,375108,375565,374710,373449,372077,371574
"2120",39153," OH","Summit County",541781,541266,540705,541934,542462,541833,541095,541742,541918
"2121",39155," OH","Trumbull County",210312,208814,207188,206328,204982,203336,201709,200314,198627
"2122",39157," OH","Tuscarawas County",92582,92484,92418,92610,92668,92773,92600,92411,92176
"2123",39159," OH","Union County",52300,53045,52749,53391,53723,54353,55560,56797,57835
"2124",39161," OH","Van Wert County",28744,28623,28635,28348,28332,28325,28177,28291,28281
"2125",39163," OH","Vinton County",13435,13378,13221,13303,13211,13083,13021,13101,13139
"2126",39165," OH","Warren County",212693,215336,217228,219244,221306,223900,226582,228859,232173
"2127",39167," OH","Washington County",61778,61593,61433,61355,61152,61007,60577,60462,60155
"2128",39169," OH","Wayne County",114520,114637,115022,115397,115918,116240,116670,116247,115967
"2129",39171," OH","Williams County",37642,37578,37517,37423,37190,37004,36936,36746,36804
"2130",39173," OH","Wood County",125488,127106,128416,129002,129336,129306,129808,130532,130696
"2131",39175," OH","Wyandot County",22615,22637,22540,22456,22281,22178,22075,22064,21935
"2132",40001," OK","Adair County",22683,22560,22312,22308,22237,22107,22156,21981,22082
"2133",40003," OK","Alfalfa County",5642,5641,5661,5848,5812,5903,5914,5900,5754
"2134",40005," OK","Atoka County",14182,14167,14030,13900,13922,13883,13891,13838,13838
"2135",40007," OK","Beaver County",5636,5637,5584,5558,5524,5445,5426,5361,5319
"2136",40009," OK","Beckham County",22119,22306,23069,23469,23599,23561,22433,21804,21709
"2137",40011," OK","Blaine County",11943,9679,9800,9781,9835,9749,9589,9510,9485
"2138",40013," OK","Bryan County",42416,43137,43451,44118,44495,45041,45607,46460,47192
"2139",40015," OK","Caddo County",29600,29611,29745,29598,29457,29429,29577,29270,28977
"2140",40017," OK","Canadian County",115541,119407,122542,125992,129383,133229,136436,140053,144447
"2141",40019," OK","Carter County",47557,48054,48016,48461,48581,48556,48421,48295,48177
"2142",40021," OK","Cherokee County",46987,47679,47972,47858,48237,48373,48787,48925,48675
"2143",40023," OK","Choctaw County",15205,15270,15161,15033,15096,14976,14873,14815,14668
"2144",40025," OK","Cimarron County",2475,2468,2385,2309,2273,2204,2166,2149,2153
"2145",40027," OK","Cleveland County",255755,262088,266263,269991,269867,274081,278122,279928,281669
"2146",40029," OK","Coal County",5925,5910,5882,5744,5710,5593,5637,5631,5520
"2147",40031," OK","Comanche County",124098,126096,126591,125004,124823,124047,121768,121746,120422
"2148",40033," OK","Cotton County",6193,6167,6147,6150,6117,5991,5919,5843,5776
"2149",40035," OK","Craig County",15029,14978,14756,14692,14629,14709,14468,14355,14306
"2150",40037," OK","Creek County",69967,70601,70730,70547,70531,70759,71132,71774,71604
"2151",40039," OK","Custer County",27469,27701,28503,29223,29426,29482,29157,28942,29036
"2152",40041," OK","Delaware County",41487,41617,41636,41617,41690,41647,41910,42582,42733
"2153",40043," OK","Dewey County",4810,4775,4806,4844,4954,4970,4885,4887,4894
"2154",40045," OK","Ellis County",4151,4040,4080,4134,4119,4225,4087,3975,3952
"2155",40047," OK","Garfield County",60580,60755,61410,62387,62814,63285,62446,61492,60913
"2156",40049," OK","Garvin County",27576,27445,27330,27415,27604,27901,27929,27870,27811
"2157",40051," OK","Grady County",52431,52748,53036,53651,53898,54598,54730,54887,55551
"2158",40053," OK","Grant County",4527,4554,4521,4508,4459,4486,4441,4380,4326
"2159",40055," OK","Greer County",6239,6138,6050,6134,6117,6029,5952,5797,5821
"2160",40057," OK","Harmon County",2922,2922,2896,2874,2783,2765,2696,2697,2664
"2161",40059," OK","Harper County",3685,3713,3711,3871,3894,3847,3838,3858,3797
"2162",40061," OK","Haskell County",12769,12724,12764,12862,12774,12700,12650,12729,12668
"2163",40063," OK","Hughes County",14003,13743,13651,13633,13676,13586,13411,13292,13335
"2164",40065," OK","Jackson County",26446,26420,26229,26112,25826,25467,25466,25213,24949
"2165",40067," OK","Jefferson County",6472,6458,6342,6359,6294,6268,6254,6175,6123
"2166",40069," OK","Johnston County",10957,11069,10963,10982,11092,10957,11111,11097,10949
"2167",40071," OK","Kay County",46562,45861,45703,45566,45487,45274,44957,44522,44161
"2168",40073," OK","Kingfisher County",15034,15135,14998,15278,15480,15556,15573,15663,15816
"2169",40075," OK","Kiowa County",9446,9422,9356,9342,9280,9113,9020,8862,8729
"2170",40077," OK","Latimer County",11154,11168,10989,10775,10760,10602,10530,10350,10231
"2171",40079," OK","Le Flore County",50384,50361,50083,50049,49965,49784,49942,49874,49980
"2172",40081," OK","Lincoln County",34273,34254,34163,34241,34533,34930,34872,35017,34920
"2173",40083," OK","Logan County",41848,42577,43052,43837,44688,45360,46049,46833,47291
"2174",40085," OK","Love County",9423,9379,9555,9683,9721,9785,9974,10052,10134
"2175",40087," OK","McClain County",34506,35200,35592,36469,37255,37985,38611,39334,39985
"2176",40089," OK","McCurtain County",33151,33308,33317,33195,33160,33124,32967,32877,32703
"2177",40091," OK","McIntosh County",20252,20260,20193,20109,19961,19816,19767,19735,19815
"2178",40093," OK","Major County",7527,7635,7694,7704,7780,7759,7733,7674,7644
"2179",40095," OK","Marshall County",15840,15946,16014,16059,16153,16260,16249,16413,16806
"2180",40097," OK","Mayes County",41259,41315,41149,40959,40917,40885,41021,40969,41107
"2181",40099," OK","Murray County",13488,13594,13618,13681,13763,13852,13906,13899,13953
"2182",40101," OK","Muskogee County",70990,70756,70542,70192,69743,69331,69026,68959,68362
"2183",40103," OK","Noble County",11561,11566,11518,11408,11532,11534,11393,11306,11289
"2184",40105," OK","Nowata County",10536,10610,10597,10543,10490,10507,10404,10297,10218
"2185",40107," OK","Okfuskee County",12191,12327,12333,12296,12170,12116,12091,12098,12098
"2186",40109," OK","Oklahoma County",718633,731010,743828,756636,767316,777829,785333,787197,792582
"2187",40111," OK","Okmulgee County",40069,39783,39565,39413,39097,39079,39088,38848,38335
"2188",40113," OK","Osage County",47472,47783,47463,47394,47494,47342,47378,47328,47014
"2189",40115," OK","Ottawa County",31848,31856,32140,32130,31905,31845,31578,31325,31175
